source_dataset,split,image_id,class_name,image_member,gt_member,selector_score,source_text_reference,target_language,target_translation_reference,annotator_1,annotator_2,notes,local_image_path,review_flag,codex_status,codex_model,codex_error,selection_language,normalized_chrf,predicted_translation,normalized_match,contains_match,language_rank,global_rank
ICDAR MLT-2019,held_out_from_train,tr_img_06643,Japanese,TrainImages/TrainImages/tr_img_06643.jpg,TrainGT/TrainGT/tr_img_06643.txt,72.7575,毎週水曜日定休日,en,Closed every Wednesday,codex_sdk_draft,,毎週水曜日定休日 | Clear notice indicating a weekly Wednesday closure.,../kaggle_upload/images/japanese/tr_img_06643.jpg,low,ok,gpt-5.6-luna,,Japanese,1.0000,Closed every Wednesday,true,true,7,65
ICDAR MLT-2019,held_out_from_train,tr_img_06070,Japanese,TrainImages/TrainImages/tr_img_06070.jpg,TrainGT/TrainGT/tr_img_06070.txt,73.5555,日本橋,en,Nihonbashi,codex_sdk_draft,,日本橋 | Proper noun transliterated conservatively.,../kaggle_upload/images/japanese/tr_img_06070.jpg,low,ok,gpt-5.6-luna,,Japanese,0.9468,nihonbashi —,false,true,8,66
ICDAR MLT-2019,held_out_from_train,tr_img_06310,Japanese,TrainImages/TrainImages/tr_img_06310.jpg,TrainGT/TrainGT/tr_img_06310.txt,84.5955,5村上公民館,en,5 Murakami Community Center,codex_sdk_draft,,5村上公民館 | Likely a leading number followed by the proper name “Murakami Community Center.”,../kaggle_upload/images/japanese/tr_img_06310.jpg,medium,ok,gpt-5.6-luna,,Japanese,0.9333,Murakami Community Center,false,true,9,67
ICDAR MLT-2019,held_out_from_train,tr_img_06984,Japanese,TrainImages/TrainImages/tr_img_06984.jpg,TrainGT/TrainGT/tr_img_06984.txt,77.491,川崎市中原区木月 高山貞一郎,en,"Kizuki, Nakahara Ward, Kawasaki City — Takayama Teiichiro",codex_sdk_draft,,川崎市中原区木月 | Japanese address followed by a personal name; transliterated conservatively.,../kaggle_upload/images/japanese/tr_img_06984.jpg,low,ok,gpt-5.6-luna,,Japanese,0.9081,"Kizuki, Nakahara Ward, Kawasaki City Teiichiro Takayama Teiichiro",false,false,10,68
ICDAR MLT-2019,held_out_from_train,tr_img_06186,Japanese,TrainImages/TrainImages/tr_img_06186.jpg,TrainGT/TrainGT/tr_img_06186.txt,72.7402,日本橋 茶房,en,Nihonbashi Tea Room,codex_sdk_draft,,日本橋 | Nihonbashi is retained as a proper name; 茶房 means tea room.,../kaggle_upload/images/japanese/tr_img_06186.jpg,low,ok,gpt-5.6-luna,,Japanese,0.9008,Moriro — nihonbashi tea room,false,true,11,69
ICDAR MLT-2019,held_out_from_train,tr_img_06203,Japanese,TrainImages/TrainImages/tr_img_06203.jpg,TrainGT/TrainGT/tr_img_06203.txt,86.7975,はり紙禁止 静岡県警察本部,en,No posting. Shizuoka Prefectural Police Headquarters.,codex_sdk_draft,,静岡県警察本部 | Clear prohibition sign and proper noun.,../kaggle_upload/images/japanese/tr_img_06203.jpg,low,ok,gpt-5.6-luna,,Japanese,0.8236,— Poster Shizuoka Prefectural Police Headquarters,false,false,12,70
ICDAR MLT-2019,held_out_from_train,tr_img_06760,Japanese,TrainImages/TrainImages/tr_img_06760.jpg,TrainGT/TrainGT/tr_img_06760.txt,82.5892,お店です! 居酒屋,en,It's a shop! Izakaya,codex_sdk_draft,,"お店です! | 居酒屋 is transliterated as “Izakaya,” referring to a Japanese pub.",../kaggle_upload/images/japanese/tr_img_06760.jpg,low,ok,gpt-5.6-luna,,Japanese,0.7624,It's a shop Izakaya 680,false,false,13,71
ICDAR MLT-2019,held_out_from_train,tr_img_06154,Japanese,TrainImages/TrainImages/tr_img_06154.jpg,TrainGT/TrainGT/tr_img_06154.txt,78.7696,調布市 仙川町三丁目8,en,"Chofu City, Sengawa-cho 3-chome 8",codex_sdk_draft,,調布市 | Japanese address; proper names are transliterated.,../kaggle_upload/images/japanese/tr_img_06154.jpg,low,ok,gpt-5.6-luna,,Japanese,0.7163,Chofu City Sengawacho 3-chome,false,false,14,72
ICDAR MLT-2019,held_out_from_train,tr_img_05755,Korean,TrainImages/TrainImages/tr_img_05755.jpg,TrainGT/TrainGT/tr_img_05755.txt,90.861,미래하우스,en,Mirae House,codex_sdk_draft,,미래하우스 | Proper name transliterated conservatively.,../kaggle_upload/images/korean/tr_img_05755.jpg,low,ok,gpt-5.6-luna,,Korean,1.0000,Mirae House,true,true,1,73
ICDAR MLT-2019,held_out_from_train,tr_img_05054,Korean,TrainImages/TrainImages/tr_img_05054.jpg,TrainGT/TrainGT/tr_img_05054.txt,90.1694,빈그릇,en,empty bowl,codex_sdk_draft,,빈그릇 | Literal translation.,../kaggle_upload/images/korean/tr_img_05054.jpg,low,ok,gpt-5.6-luna,,Korean,1.0000,empty bowl,true,true,2,74
ICDAR MLT-2019,held_out_from_train,tr_img_05658,Korean,TrainImages/TrainImages/tr_img_05658.jpg,TrainGT/TrainGT/tr_img_05658.txt,89.5721,다양한,en,Various,codex_sdk_draft,,다양한 | Natural translation of 다양한.,../kaggle_upload/images/korean/tr_img_05658.jpg,low,ok,gpt-5.6-luna,,Korean,1.0000,various,true,true,3,75
ICDAR MLT-2019,held_out_from_train,tr_img_05601,Korean,TrainImages/TrainImages/tr_img_05601.jpg,TrainGT/TrainGT/tr_img_05601.txt,88.5732,노원점,en,Nowon branch,codex_sdk_draft,,노원점 | ‘노원’ is the place name Nowon; ‘점’ indicates a branch or store location.,../kaggle_upload/images/korean/tr_img_05601.jpg,low,ok,gpt-5.6-luna,,Korean,1.0000,Nowon branch,true,true,4,76
ICDAR MLT-2019,held_out_from_train,tr_img_05217,Korean,TrainImages/TrainImages/tr_img_05217.jpg,TrainGT/TrainGT/tr_img_05217.txt,87.2813,구두수선,en,Shoe Repair,codex_sdk_draft,,구두수선 | Straightforward Korean sign text.,../kaggle_upload/images/korean/tr_img_05217.jpg,low,ok,gpt-5.6-luna,,Korean,1.0000,shoe repair,true,true,5,77
ICDAR MLT-2019,held_out_from_train,tr_img_05551,Korean,TrainImages/TrainImages/tr_img_05551.jpg,TrainGT/TrainGT/tr_img_05551.txt,87.0971,렌트카,en,rental car,codex_sdk_draft,,렌트카 | Korean loanword meaning “rental car.”,../kaggle_upload/images/korean/tr_img_05551.jpg,low,ok,gpt-5.6-luna,,Korean,1.0000,rental car,true,true,6,78
ICDAR MLT-2019,held_out_from_train,tr_img_05309,Korean,TrainImages/TrainImages/tr_img_05309.jpg,TrainGT/TrainGT/tr_img_05309.txt,84.2729,전기위험,en,Electrical hazard,codex_sdk_draft,,전기위험 | Clear Korean warning phrase.,../kaggle_upload/images/korean/tr_img_05309.jpg,low,ok,gpt-5.6-luna,,Korean,1.0000,electrical hazard,true,true,7,79
ICDAR MLT-2019,held_out_from_train,tr_img_05020,Korean,TrainImages/TrainImages/tr_img_05020.jpg,TrainGT/TrainGT/tr_img_05020.txt,84.2628,관리실,en,Management Office,codex_sdk_draft,,관리실 | Korean for “management office.”,../kaggle_upload/images/korean/tr_img_05020.jpg,low,ok,gpt-5.6-luna,,Korean,1.0000,management office,true,true,8,80
ICDAR MLT-2019,held_out_from_train,tr_img_05016,Korean,TrainImages/TrainImages/tr_img_05016.jpg,TrainGT/TrainGT/tr_img_05016.txt,82.2988,설치 안내,en,Installation Guide,codex_sdk_draft,,설치 | Means installation instructions or guide.,../kaggle_upload/images/korean/tr_img_05016.jpg,low,ok,gpt-5.6-luna,,Korean,1.0000,installation guide,true,true,9,81
ICDAR MLT-2019,held_out_from_train,tr_img_05359,Korean,TrainImages/TrainImages/tr_img_05359.jpg,TrainGT/TrainGT/tr_img_05359.txt,77.2279,소방용수,en,Firefighting water,codex_sdk_draft,,소방용수 | Refers to water reserved or used for firefighting.,../kaggle_upload/images/korean/tr_img_05359.jpg,low,ok,gpt-5.6-luna,,Korean,1.0000,firefighting water,true,true,10,82
ICDAR MLT-2019,held_out_from_train,tr_img_05583,Korean,TrainImages/TrainImages/tr_img_05583.jpg,TrainGT/TrainGT/tr_img_05583.txt,84.5963,성북마을공동체,en,Seongbuk Village Community,codex_sdk_draft,,성북마을공동체 | Proper name rendered by transliteration with a literal descriptive translation.,../kaggle_upload/images/korean/tr_img_05583.jpg,low,ok,gpt-5.6-luna,,Korean,0.9212,CLaoG a F Seongbuk Village Community,false,true,11,83
ICDAR MLT-2019,held_out_from_train,tr_img_05829,Korean,TrainImages/TrainImages/tr_img_05829.jpg,TrainGT/TrainGT/tr_img_05829.txt,83.9876,폰닥터 강남신사점,en,Phone Doctor Gangnam Sinsa Branch,codex_sdk_draft,,강남신사점 | Business name with a location branch designation.,../kaggle_upload/images/korean/tr_img_05829.jpg,low,ok,gpt-5.6-luna,,Korean,0.9028,phone doctor -Gangnam Sinsa Branch-,false,false,12,84
ICDAR MLT-2019,held_out_from_train,tr_img_05408,Korean,TrainImages/TrainImages/tr_img_05408.jpg,TrainGT/TrainGT/tr_img_05408.txt,85.526,강원축산유통,en,Gangwon Livestock Distribution,codex_sdk_draft,,강원축산유통 | Korean business name translated descriptively.,../kaggle_upload/images/korean/tr_img_05408.jpg,low,ok,gpt-5.6-luna,,Korean,0.9013,Gangwon axis Gangwon Livestock Distribution —,false,true,13,85
ICDAR MLT-2019,held_out_from_train,tr_img_05045,Korean,TrainImages/TrainImages/tr_img_05045.jpg,TrainGT/TrainGT/tr_img_05045.txt,81.5611,헤어 네일,en,Hair Nail,codex_sdk_draft,,네일 | Short Korean phrase; translated directly while preserving its likely salon/business-name style.,../kaggle_upload/images/korean/tr_img_05045.jpg,low,ok,gpt-5.6-luna,,Korean,0.8838,O O hair nail,false,true,14,86
ICDAR MLT-2019,held_out_from_train,tr_img_01429,Latin,TrainImages/TrainImages/tr_img_01429.jpg,TrainGT/TrainGT/tr_img_01429.txt,93.2247,Hospital,en,Hospital,codex_sdk_draft,,Hospital | Already in English; preserved.,../kaggle_upload/images/latin/tr_img_01429.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,Hospital,true,true,1,87
ICDAR MLT-2019,held_out_from_train,tr_img_01455,Latin,TrainImages/TrainImages/tr_img_01455.jpg,TrainGT/TrainGT/tr_img_01455.txt,92.8935,Google,en,Google,codex_sdk_draft,,Google | Brand name preserved.,../kaggle_upload/images/latin/tr_img_01455.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,Google,true,true,2,88
ICDAR MLT-2019,held_out_from_train,tr_img_01738,Latin,TrainImages/TrainImages/tr_img_01738.jpg,TrainGT/TrainGT/tr_img_01738.txt,91.021,Reception,en,Reception,codex_sdk_draft,,Reception | Already in English; preserved as-is.,../kaggle_upload/images/latin/tr_img_01738.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,Reception,true,true,3,89
ICDAR MLT-2019,held_out_from_train,tr_img_01731,Latin,TrainImages/TrainImages/tr_img_01731.jpg,TrainGT/TrainGT/tr_img_01731.txt,90.4744,802 MULLICAN,en,802 MULLICAN,codex_sdk_draft,,802 | Proper-name or address-like text; preserved as-is.,../kaggle_upload/images/latin/tr_img_01731.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,802 MULLICAN,true,true,4,90
ICDAR MLT-2019,held_out_from_train,tr_img_01254,Latin,TrainImages/TrainImages/tr_img_01254.jpg,TrainGT/TrainGT/tr_img_01254.txt,89.8142,Microsoft,en,Microsoft,codex_sdk_draft,,Microsoft | Proper brand name preserved.,../kaggle_upload/images/latin/tr_img_01254.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,Microsoft,true,true,5,91
ICDAR MLT-2019,held_out_from_train,tr_img_01587,Latin,TrainImages/TrainImages/tr_img_01587.jpg,TrainGT/TrainGT/tr_img_01587.txt,89.5014,POLLING STATION,en,POLLING STATION,codex_sdk_draft,,POLLING | Already in English; preserved as-is.,../kaggle_upload/images/latin/tr_img_01587.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,POLLING STATION,true,true,6,92
ICDAR MLT-2019,held_out_from_train,tr_img_01107,Latin,TrainImages/TrainImages/tr_img_01107.jpg,TrainGT/TrainGT/tr_img_01107.txt,89.4848,HARVEST VIEW,en,HARVEST VIEW,codex_sdk_draft,,HARVEST | Text is already clear English; preserved as written.,../kaggle_upload/images/latin/tr_img_01107.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,HARVEST VIEW,true,true,7,93
ICDAR MLT-2019,held_out_from_train,tr_img_01881,Latin,TrainImages/TrainImages/tr_img_01881.jpg,TrainGT/TrainGT/tr_img_01881.txt,89.0845,DESIGNER,en,DESIGNER,codex_sdk_draft,,DESIGNER | Already in English; preserved as written.,../kaggle_upload/images/latin/tr_img_01881.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,DESIGNER,true,true,8,94
ICDAR MLT-2019,held_out_from_train,tr_img_01131,Latin,TrainImages/TrainImages/tr_img_01131.jpg,TrainGT/TrainGT/tr_img_01131.txt,89.0832,Gabriel STATION,en,Gabriel Station,codex_sdk_draft,,Gabriel | Preserved “Gabriel” as a proper name and normalized capitalization.,../kaggle_upload/images/latin/tr_img_01131.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,Gabriel STATION,true,true,9,95
ICDAR MLT-2019,held_out_from_train,tr_img_01846,Latin,TrainImages/TrainImages/tr_img_01846.jpg,TrainGT/TrainGT/tr_img_01846.txt,89.0101,SUBWAY,en,SUBWAY,codex_sdk_draft,,SUBWAY | Brand name preserved.,../kaggle_upload/images/latin/tr_img_01846.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,SUBWAY,true,true,10,96
ICDAR MLT-2019,held_out_from_train,tr_img_01891,Latin,TrainImages/TrainImages/tr_img_01891.jpg,TrainGT/TrainGT/tr_img_01891.txt,88.4667,Park Cottage,en,Park Cottage,codex_sdk_draft,,Park | Clear English phrase; preserved as written.,../kaggle_upload/images/latin/tr_img_01891.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,Park Cottage,true,true,11,97
ICDAR MLT-2019,held_out_from_train,tr_img_01479,Latin,TrainImages/TrainImages/tr_img_01479.jpg,TrainGT/TrainGT/tr_img_01479.txt,88.0115,Jack Wolfskin,en,Jack Wolfskin,codex_sdk_draft,,Jack | Brand name preserved as-is.,../kaggle_upload/images/latin/tr_img_01479.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,Jack Wolfskin,true,true,12,98
ICDAR MLT-2019,held_out_from_train,tr_img_04188,Latin,TrainImages/TrainImages/tr_img_04188.jpg,TrainGT/TrainGT/tr_img_04188.txt,87.8789,spielplatz,en,playground,codex_sdk_draft,,"spielplatz | German word meaning ""playground"".",../kaggle_upload/images/latin/tr_img_04188.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,Playground,true,true,13,99
ICDAR MLT-2019,held_out_from_train,tr_img_04763,Latin,TrainImages/TrainImages/tr_img_04763.jpg,TrainGT/TrainGT/tr_img_04763.txt,87.8663,PASSION,en,PASSION,codex_sdk_draft,,PASSION | Already in English; preserved as written.,../kaggle_upload/images/latin/tr_img_04763.jpg,low,ok,gpt-5.6-luna,,Latin,1.0000,PASSION,true,true,14,100
