source_dataset,split,image_id,class_name,image_member,gt_member,selector_score,source_text_reference,target_language,target_translation_reference,annotator_1,annotator_2,notes,local_image_path,review_flag,codex_status,codex_model,codex_error
ICDAR MLT-2019,held_out_from_train,tr_img_05551,Korean,TrainImages/TrainImages/tr_img_05551.jpg,TrainGT/TrainGT/tr_img_05551.txt,87.0971,렌트카,en,rental car,codex_sdk_draft,,렌트카 | Korean loanword meaning “rental car.”,images/korean/tr_img_05551.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_05309,Korean,TrainImages/TrainImages/tr_img_05309.jpg,TrainGT/TrainGT/tr_img_05309.txt,84.2729,전기위험,en,Electrical hazard,codex_sdk_draft,,전기위험 | Clear Korean warning phrase.,images/korean/tr_img_05309.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_05020,Korean,TrainImages/TrainImages/tr_img_05020.jpg,TrainGT/TrainGT/tr_img_05020.txt,84.2628,관리실,en,Management Office,codex_sdk_draft,,관리실 | Korean for “management office.”,images/korean/tr_img_05020.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_05016,Korean,TrainImages/TrainImages/tr_img_05016.jpg,TrainGT/TrainGT/tr_img_05016.txt,82.2988,설치 안내,en,Installation Guide,codex_sdk_draft,,설치 | Means installation instructions or guide.,images/korean/tr_img_05016.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_05359,Korean,TrainImages/TrainImages/tr_img_05359.jpg,TrainGT/TrainGT/tr_img_05359.txt,77.2279,소방용수,en,Firefighting water,codex_sdk_draft,,소방용수 | Refers to water reserved or used for firefighting.,images/korean/tr_img_05359.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_05583,Korean,TrainImages/TrainImages/tr_img_05583.jpg,TrainGT/TrainGT/tr_img_05583.txt,84.5963,성북마을공동체,en,Seongbuk Village Community,codex_sdk_draft,,성북마을공동체 | Proper name rendered by transliteration with a literal descriptive translation.,images/korean/tr_img_05583.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_05829,Korean,TrainImages/TrainImages/tr_img_05829.jpg,TrainGT/TrainGT/tr_img_05829.txt,83.9876,폰닥터 강남신사점,en,Phone Doctor Gangnam Sinsa Branch,codex_sdk_draft,,강남신사점 | Business name with a location branch designation.,images/korean/tr_img_05829.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_05408,Korean,TrainImages/TrainImages/tr_img_05408.jpg,TrainGT/TrainGT/tr_img_05408.txt,85.526,강원축산유통,en,Gangwon Livestock Distribution,codex_sdk_draft,,강원축산유통 | Korean business name translated descriptively.,images/korean/tr_img_05408.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_05045,Korean,TrainImages/TrainImages/tr_img_05045.jpg,TrainGT/TrainGT/tr_img_05045.txt,81.5611,헤어 네일,en,Hair Nail,codex_sdk_draft,,네일 | Short Korean phrase; translated directly while preserving its likely salon/business-name style.,images/korean/tr_img_05045.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01429,Latin,TrainImages/TrainImages/tr_img_01429.jpg,TrainGT/TrainGT/tr_img_01429.txt,93.2247,Hospital,en,Hospital,codex_sdk_draft,,Hospital | Already in English; preserved.,images/latin/tr_img_01429.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01455,Latin,TrainImages/TrainImages/tr_img_01455.jpg,TrainGT/TrainGT/tr_img_01455.txt,92.8935,Google,en,Google,codex_sdk_draft,,Google | Brand name preserved.,images/latin/tr_img_01455.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01738,Latin,TrainImages/TrainImages/tr_img_01738.jpg,TrainGT/TrainGT/tr_img_01738.txt,91.021,Reception,en,Reception,codex_sdk_draft,,Reception | Already in English; preserved as-is.,images/latin/tr_img_01738.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01731,Latin,TrainImages/TrainImages/tr_img_01731.jpg,TrainGT/TrainGT/tr_img_01731.txt,90.4744,802 MULLICAN,en,802 MULLICAN,codex_sdk_draft,,802 | Proper-name or address-like text; preserved as-is.,images/latin/tr_img_01731.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01254,Latin,TrainImages/TrainImages/tr_img_01254.jpg,TrainGT/TrainGT/tr_img_01254.txt,89.8142,Microsoft,en,Microsoft,codex_sdk_draft,,Microsoft | Proper brand name preserved.,images/latin/tr_img_01254.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01587,Latin,TrainImages/TrainImages/tr_img_01587.jpg,TrainGT/TrainGT/tr_img_01587.txt,89.5014,POLLING STATION,en,POLLING STATION,codex_sdk_draft,,POLLING | Already in English; preserved as-is.,images/latin/tr_img_01587.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01107,Latin,TrainImages/TrainImages/tr_img_01107.jpg,TrainGT/TrainGT/tr_img_01107.txt,89.4848,HARVEST VIEW,en,HARVEST VIEW,codex_sdk_draft,,HARVEST | Text is already clear English; preserved as written.,images/latin/tr_img_01107.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01881,Latin,TrainImages/TrainImages/tr_img_01881.jpg,TrainGT/TrainGT/tr_img_01881.txt,89.0845,DESIGNER,en,DESIGNER,codex_sdk_draft,,DESIGNER | Already in English; preserved as written.,images/latin/tr_img_01881.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01131,Latin,TrainImages/TrainImages/tr_img_01131.jpg,TrainGT/TrainGT/tr_img_01131.txt,89.0832,Gabriel STATION,en,Gabriel Station,codex_sdk_draft,,Gabriel | Preserved “Gabriel” as a proper name and normalized capitalization.,images/latin/tr_img_01131.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01846,Latin,TrainImages/TrainImages/tr_img_01846.jpg,TrainGT/TrainGT/tr_img_01846.txt,89.0101,SUBWAY,en,SUBWAY,codex_sdk_draft,,SUBWAY | Brand name preserved.,images/latin/tr_img_01846.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01891,Latin,TrainImages/TrainImages/tr_img_01891.jpg,TrainGT/TrainGT/tr_img_01891.txt,88.4667,Park Cottage,en,Park Cottage,codex_sdk_draft,,Park | Clear English phrase; preserved as written.,images/latin/tr_img_01891.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_01479,Latin,TrainImages/TrainImages/tr_img_01479.jpg,TrainGT/TrainGT/tr_img_01479.txt,88.0115,Jack Wolfskin,en,Jack Wolfskin,codex_sdk_draft,,Jack | Brand name preserved as-is.,images/latin/tr_img_01479.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_04188,Latin,TrainImages/TrainImages/tr_img_04188.jpg,TrainGT/TrainGT/tr_img_04188.txt,87.8789,spielplatz,en,playground,codex_sdk_draft,,"spielplatz | German word meaning ""playground"".",images/latin/tr_img_04188.jpg,low,ok,gpt-5.6-luna,
ICDAR MLT-2019,held_out_from_train,tr_img_04763,Latin,TrainImages/TrainImages/tr_img_04763.jpg,TrainGT/TrainGT/tr_img_04763.txt,87.8663,PASSION,en,PASSION,codex_sdk_draft,,PASSION | Already in English; preserved as written.,images/latin/tr_img_04763.jpg,low,ok,gpt-5.6-luna,
